AB,RBI,RUN,BB,IB,KK,GD,P_HRA_RT,AVG,OBP,SLG,OPS,GPA,IsoP,RC,XR,BABIP,OPS_plus,label
35.111111111111114,3.5,3.7222222222222223,3.2222222222222223,0.2222222222222222,8.166666666666666,1.1111111111111112,0.2391674683888889,0.2635386537306556,0.33227692764727007,0.357191080753759,0.6894680084010291,0.2388223876297113,0.09365242702310339,4.2854625498800045,4.129666666666667,0.33031031931254007,76.66821614895281,0.2515891246101348
33.611111111111114,4.222222222222222,4.5,4.055555555555555,0.16666666666666666,7.333333333333333,0.8333333333333334,0.2217712842777778,0.2515891246101348,0.3382189808604165,0.3783362826314628,0.7165552634918794,0.2467826120450531,0.126747158021328,4.722566541050688,4.648555555555555,0.2928427388106924,83.27728447537997,0.29870081944841764
36.55555555555556,6.444444444444445,6.611111111111111,3.7777777777777777,0.16666666666666666,6.444444444444445,0.6666666666666666,0.3274974578333334,0.29870081944841764,0.3715670444015795,0.45898076188486175,0.8305478062864413,0.28195036045192623,0.16027994243644408,6.4241611042729865,6.095666666666667,0.3335225670181176,111.47961398781327,0.2888703756007269
35.611111111111114,5.055555555555555,5.055555555555555,2.888888888888889,0.16666666666666666,7.722222222222222,0.8333333333333334,0.27798806133333337,0.2888703756007269,0.3468851303493915,0.46015025072455834,0.80703538107395,0.2711358713383658,0.17127987512383147,5.776252821606127,5.543222222222221,0.33167521543310463,104.83212770963716,0.3037233116285307
35.72222222222222,7.166666666666667,7.333333333333333,4.555555555555555,0.0,5.777777777777778,0.8333333333333334,0.3285653163888889,0.3037233116285307,0.38389033075101886,0.47091503615792046,0.8548053669089395,0.29047940787743864,0.1671917245293898,6.88483240246995,6.519333333333333,0.3314790228083759,117.72484828461373,0.29667378630923935
36.333333333333336,5.833333333333333,6.333333333333333,3.388888888888889,0.0,6.166666666666667,1.1111111111111112,0.3227758352777778,0.29667378630923935,0.3618457004715572,0.4295085533742988,0.791354253845856,0.2702077035557754,0.13283476706505934,5.804601520535532,5.459555555555556,0.3393041503464619,101.86430253407224,0.28777561329817974
35.388888888888886,6.222222222222222,6.611111111111111,3.0555555555555554,0.05555555555555555,7.388888888888889,0.5,0.32395899272222217,0.28777561329817974,0.35617162276943265,0.41352439709765515,0.7696960198670877,0.2636583295206585,0.12574878379947538,5.822294310762425,5.599222222222222,0.33682069381973045,96.53682128464172,0.2799330208978915
35.05555555555556,5.055555555555555,5.222222222222222,3.4444444444444446,0.0,7.555555555555555,0.8333333333333334,0.2661596119444445,0.2739229832173589,0.3459247821059448,0.4389096068211135,0.7848343889270585,0.2653935536529536,0.16498662360375466,5.92068147798415,5.4062222222222225,0.3223021111629869,99.59763049456782,0.28696779223997576
33.888888888888886,5.055555555555555,5.444444444444445,3.888888888888889,0.16666666666666666,7.0,0.6666666666666666,0.24319183900000002,0.28696779223997576,0.368171477485203,0.44849583137839183,0.8166673088635948,0.2778011227129392,0.16152803913841604,6.007025634448398,5.699555555555556,0.33373578487258543,108.07653157793719,0.2690620663571237
34.5,4.611111111111111,5.111111111111111,3.388888888888889,0.05555555555555555,6.888888888888889,1.0,0.3072496947222222,0.2690620663571237,0.33990269570218706,0.4157004082879323,0.7556031039901194,0.2568813151379673,0.14663834193080869,4.859728578567809,4.996555555555556,0.3061087648288403,92.48364077677564,0.2821043600369907
35.333333333333336,5.944444444444445,6.666666666666667,3.611111111111111,0.1111111111111111,7.0,0.5,0.2733175774444445,0.2821043600369907,0.3568186787755628,0.4622844092694059,0.8191030880449687,0.2761395077663547,0.18018004923241526,6.228490016959215,5.954,0.31696631274217474,108.11639869786275,0.2996013582096441
